170.	NO-EMOTION	I stand by what I said in that I don't know if I'm going to be filming ever again.
171.	ANGER	But the rest of it came across as a really angry, drunken rant.
172.	NO-EMOTION	It wasn't meant to be that way, but it was.
174.	NO-EMOTION	I don't know when or if I will end up seeing anyone again but please know that I can understand if you don't want to see me again.
175.	HAPPINESS	If anyone wants to give me a call I'd be more than happy to answer it.
178.	NO-EMOTION	I really don't know how you put up with me.
179.	NO-EMOTION	Hey all !!
182.	HAPPINESS	lol.
183.	HAPPINESS	My howland friend Alyssa came with me and we danced the night away.Most of my friends went which was awsome.
184.	HAPPINESS	there was only a few of us single people there but it was cool.
185.	NO-EMOTION	im sitting here listeing to Hinder:Lips of an Angel.
186.	HAPPINESS	which is one of the slow songs i got to dance with one of my friends Nick who graduated Mathews last year.Hes awsome we danced alot together!Luvs!
187.	NO-EMOTION	It was really cold tho.
188.	NO-EMOTION	but it didn't snow like it said it was suppost to but ne way.
189.	HAPPINESS	the dance was awsome.The music was really cool.
190.	HAPPINESS	too much rap and not enough rock for my taste but it was all good I was just happy getting out on the dance floor and getting my groove on.lol.
191.	HAPPINESS	I also got to see some howland people i once knew (Drew was one) That was pretty cool!
193.	HAPPINESS	haha We did the Cha Cha slide and we were all so close together.
194.	NO-EMOTION	they need a bigger dance floor lmao.
195.	HAPPINESS	I just loved last night!!
197.	HAPPINESS	Ha!
198.	NO-EMOTION	And after the dance Me,Lyssa,Kayla,Matt,Mary,and Lauren all went bowling for about an hour cause lauren had to be home at a certain time.
199.	HAPPINESS	then Lyssa,me,matt,and Kayla couldn't find someplace good to eat that was open 1 in the morning so we all went in to giant eagle and bought junk food haha.
200.	NO-EMOTION	We were all in our homecoming dresses still.
201.	HAPPINESS	it was ammusing.hehehe.But yea overall I haven't had that much fun in a very long time!!
204.	NO-EMOTION	yea well im gonna go now.
205.	HAPPINESS	im done telling you about my wonderful night lol.
206.	NO-EMOTION	Ill be puting pics up soon.
207.	NO-EMOTION	whenever i can.
208.	NO-EMOTION	Grace Danielle was born Wendsday, October 11, 2006 at 11:48 AM.
209.	NO-EMOTION	Shw weighed 7 lbs 5 oz and is 20.5 inches long.
210.	SURPRISE	I can't believe she is FINALLY here!!!
212.	NO-EMOTION	After the doctor on Tuesday, I cleaned house, played basketball and soccer with Levi, then went to Amanda's to sit and talk with her while she moved in.
215.	NO-EMOTION	They were like 4-5 minutes apart.
220.	NO-EMOTION	Except she dosen't look a THING like me. Everyone seems to think she has alot of Daniel in her.
223.	HAPPINESS	:) Levi is really exciting to be a big brother, he thinks she is sooooo cool.
225.	NO-EMOTION	But anyways.
226.	NO-EMOTION	I'll be putting more pictures up probably sometime this week so keep your eye out for the AMAZING GRACE!!!
227.	NO-EMOTION	My name is ashley.
228.	NO-EMOTION	I go to archbishop ryan high school.
229.	NO-EMOTION	Im a senior.
230.	NO-EMOTION	I want to go to CCP when i graduate and take up a career in either nursing or ultrasound technician.
231.	NO-EMOTION	Right now i have my permit i can get my liscence in feb. I have a car but i need a job in order to pay for my insurance so i cant drive it yet.
234.	HAPPINESS	My life on the weekdays is tae kwon do its what i was born to do i love i there i love to teach people who want to be taught.
235.	HAPPINESS	Everyone there is amazing its like my second home.
236.	NO-EMOTION	Thats about it if you want to know anything else about me just let me know.
239.	HAPPINESS	luckily we won that one.
240.	NO-EMOTION	it was a tough game to play though.
241.	NO-EMOTION	then yesterday, the tournament in ajax.
242.	HAPPINESS	it was pertty goood.
244.	NO-EMOTION	thought we coulda beat them.
245.	NO-EMOTION	annnd this morning we beat gl roberts.
246.	HAPPINESS	overall it was a pretty good tournament.
247.	NO-EMOTION	i learned a lot about the game
248.	NO-EMOTION	and about me i guess?
249.	NO-EMOTION	didn't get a lot of points but had a lot of assists =)
250.	HAPPINESS	i'm always happy with those.
251.	HAPPINESS	had a good chill time with team at dever's house.
252.	NO-EMOTION	his dog was sooo cute.
253.	HAPPINESS	hehe
254.	NO-EMOTION	o'connor monday?
256.	NO-EMOTION	anyway.
258.	NO-EMOTION	i'm kinda in that zone now.
259.	NO-EMOTION	i don't know why.
260.	NO-EMOTION	i didn't think the focus was there but it is there now.
262.	SADNESS	however i do miss volleyball.
265.	NO-EMOTION	Photobucket - Video and Image Hosting
267.	NO-EMOTION	live life with no regrets.
268.	NO-EMOTION	Even it maybe means i won't see you screen again.
269.	NO-EMOTION	Crossposting from my message board, cuz I'm lazy.
270.	NO-EMOTION	So I went to spend the night at Irvine's Eye Patch's place.
272.	NO-EMOTION	I can't remember all the little details or they just don't make much sense.
275.	ANGER	I woke up once during the dream and was like, "oh crap, no, go back" and managed to get back to it somehow.
276.	NO-EMOTION	o_o
278.	NO-EMOTION	being fixed up.
279.	HAPPINESS	So in the dream there were times where we were both kinda unsure, but it was still happy (for the both of us I hope).
282.	SURPRISE	That's odd though, as I don't usually care for dressy occassions.
283.	NO-EMOTION	BUT HEY.
284.	NO-EMOTION	WHAT ARE DREAMS FOR?
285.	NO-EMOTION	I totally didn't want to wake up, I can say that.
287.	NO-EMOTION	XD
288.	NO-EMOTION	So yeah, I just had to share that.
289.	NO-EMOTION	XD I wish I remembered the details better.
290.	NO-EMOTION	;_;
291.	NO-EMOTION	(I did see some Fuzors figurines for like.
292.	NO-EMOTION	RD, Sweet and someone else while that lady was doing my hair.
293.	DISGUST	WTF)
294.	SURPRISE	i'm finally reading the amazing adventures of kavalier &amp; clay.
295.	NO-EMOTION	i've wanted to since i first heard about it.
296.	NO-EMOTION	i got a copy for my birthday.
297.	NO-EMOTION	i think it's just what i need right now-- something long and somewhat chewy.
299.	HAPPINESS	i'm not very far along but i'm quite enjoying it.
303.	HAPPINESS	I'm in Buena Vista at these hot springs and it should be awesome but I didn't sleep one little bit last night.
304.	NO-EMOTION	It seriously took my 4 hours to fall asleep for like one half-hour then 10 minutes in between each of those little episodes.
305.	NO-EMOTION	I don't want to do anything here.
306.	NO-EMOTION	I don't want to go on a hike or anything at all.
307.	NO-EMOTION	I just want to go home.
308.	SADNESS	I think the pain and awkwardness of attending your reception is worth seeing your face again.
309.	NO-EMOTION	I could have danced with you.
310.	SADNESS	I miss you so much.
311.	SADNESS	I've never missed anyone so much as you.
312.	SADNESS	I'm sitting here in this lobby thing and crying and it's very embarassing but I can't help it because I just want you and me to run away and I want you to hold me for one whole night and rock me to sleep.
313.	NO-EMOTION	Kiss my hair.
314.	NO-EMOTION	All that stuff I just have to imagine or dream up for now.
315.	NO-EMOTION	And I couldn't even dream last night, so now I'm deprived of that.
316.	NO-EMOTION	I want to go home.
317.	SADNESS	I miss you.
318.	HAPPINESS	Well Im finishing up my first week at Jubans, its really awesome.
319.	NO-EMOTION	I think I almost know deserts and Salads already and Im getting familiar with Fry.
320.	NO-EMOTION	They schedule me for Pantry whihc is like aps salads prep helper guy Im not exactly sure what my job is but I work the whole time Im there.
322.	HAPPINESS	We get drinks after work too and the food I can eat is awesome.
323.	NO-EMOTION	I ate some Bison yesterday it was boss.
326.	NO-EMOTION	I got a B on my German Lit Test.
327.	DISGUST	messed up a Quiz in Biology which sucks.
328.	FEAR	Oh well its nothing too too bad but its making me nervous.
330.	FEAR	Truly horrifying footage of a Disney character orgy backstage at one of their shows."
331.	HAPPINESS	Well, not so much an orgy, but really rather amusing!
333.	SURPRISE	I just stood there in shock!
335.	NO-EMOTION	My gigantic art history text book is lying open on my bed, revealing the Etruscan Art chapter I've been leafing through.
336.	NO-EMOTION	Various books on Classical Greek art are stacked about my room, waiting to be used for my Classical Civ essay.
337.	NO-EMOTION	The Baghavad Gita, the divine dialogue between Arjuna and Krishna, is also waiting to be re-read.
338.	NO-EMOTION	I've left my Apollodorus Library of Greek Mythology on my bedside table, having just finished Jason and the Argonauts.
339.	NO-EMOTION	My parents were either really clever or entirely oblivious towards the humor of my name and my brother's: Jason, Greek, a mythic hero.
340.	NO-EMOTION	Amanda, Latin, the verb "to love".
341.	NO-EMOTION	Two names of classical antiquity for two students studying.
342.	NO-EMOTION	Humanities.
343.	HAPPINESS	Another slight parallel I find amusing: Jason played Heracles in Alcestes last year, just as I am playing Hippolyta in A Midsummer Night's Dream.
344.	HAPPINESS	Sock n' Buskin is a really fun theatre company, I'm liking my occaisional rehersal.
345.	NO-EMOTION	Most of the actors are graduates or working in their own theatre company, so maybe some networking will come of this.
346.	NO-EMOTION	The point of this spiel was
347.	NO-EMOTION	I can't imagine my bedroom without all these books
348.	NO-EMOTION	And by extension
349.	HAPPINESS	This awesome program
351.	NO-EMOTION	barely touching upon these cultures and these texts.
354.	NO-EMOTION	I had bought him a flask with the Latin inscription Te Amo on it.
355.	NO-EMOTION	He had bought me a statue of the
357.	NO-EMOTION	I spent a couple of hours on a trip last night/this morning in the early am.
358.	NO-EMOTION	The light of the wanning moon was pale, but after the rainfall of the evening, the wetness gave the darkness a bright shimmering contrast of pale blue silver.
361.	NO-EMOTION	I spoke with the Earth, the sky and everything I feel is real.
364.	NO-EMOTION	There are so many things we think we know, convince ourselves are real.
365.	NO-EMOTION	Heh.
367.	NO-EMOTION	we claim that our perception of reality is real.
368.	NO-EMOTION	In style of zen Buddhism, I say that we are all wrong, the monkey is god, and apples are the truth.
369.	NO-EMOTION	Of course they are.
370.	NO-EMOTION	Phil
371.	NO-EMOTION	p.s. Where did my sanity go?
374.	NO-EMOTION	Actually, I think I dropped it in a bottomless puddle last night.
378.	NO-EMOTION	So I'm sittin' at the C Dubs bar right now on Chun's computer typing a blog to update all you people out there!
379.	NO-EMOTION	So Adam and I went to App State to go hiking.
384.	NO-EMOTION	Other than that, as usual, I've been working like whoa.
385.	NO-EMOTION	I'm broke like whoa, but I'm still working.
387.	HAPPINESS	I've been talking to Laura on the phone almost daily, and we're both very excited to see that little baby growing inside of her!
388.	NO-EMOTION	As a matter of fact she called me this morning and told me that she was going to Upstate New York to go to her cabin.
389.	HAPPINESS	That would be so awesome!
392.	SURPRISE	Snow in October!
393.	SURPRISE	I haven't even seen snow in years and to have it in October it too much to wrap around my little head!
394.	SADNESS	I'm missing everyone in Wisconsin with the Blue Stars, and sad that I had to leave early.
395.	SADNESS	Miss you guys!
396.	NO-EMOTION	Other than all of this I'm still trying to move upstairs, and it looks like Tuesday will be the day.
397.	NO-EMOTION	We'll see though, it keeps changing!
398.	NO-EMOTION	Hope all is well in your worlds!
399.	NO-EMOTION	Keep It Real And Live Good,
400.	NO-EMOTION	I can honestly say my views of the world I live in changed while in high school.
401.	NO-EMOTION	Even though I had began participating more in the Catholic church while in junior high, it wasn't until I were about 15 when I began to take a more active role in the church.
402.	NO-EMOTION	I remember being so impressed, with the youth programs of the other parishes in my area, and the stong bond that everyone had withen their own groups, regardless of the social status of each person.
403.	NO-EMOTION	When they were together everyone was equal.
404.	NO-EMOTION	Which was such a contrast when compared to the small group I belonged to.
406.	NO-EMOTION	I began pushing for the group to start doing more for themselves and for everyone else that was around them.
407.	NO-EMOTION	We began to help serve lunches at the local Loaves &amp; Fishes, volunteer work for the school at our parish, offer lodging for other traveling youth groups.
408.	NO-EMOTION	There were also other various events that I ended up doing on my own, due to the lack of interest from others in my group.
410.	NO-EMOTION	I remember doing endless fundraisers for almost everything we did.
411.	NO-EMOTION	There were national events for Catholic youth that were able to attend, religious retreats, missionary work, and myself and a very few others were selected to goto a Christian leadership program that was offered at the time.
413.	NO-EMOTION	See, the whole time that I was trying to develop my own faith, attending events with other parishes, and all the work I did with my own group.
414.	NO-EMOTION	I actually thought I was making a difference.
415.	SADNESS	And sadly.
417.	NO-EMOTION	Everyone has been given a gift in life.
418.	NO-EMOTION	Some people are quite talented in the arts, some have awesome talent in athletics, and some have been gifted with beauty.
420.	NO-EMOTION	Simply by just listening to them speak, and more often just being in someones presence has been known to have the answer someone is looking for to just dawn on them.
424.	NO-EMOTION	How can being popular be a problem?
430.	SADNESS	It was too much weight for me to carry, my own plus everyone elses.
431.	NO-EMOTION	and then it happened.
433.	NO-EMOTION	I am sitting here with head phones on and listening to music.
434.	NO-EMOTION	My son.
435.	NO-EMOTION	he's 12 is upstairs practicing his trombone.
436.	NO-EMOTION	This is his first year in band.
437.	NO-EMOTION	I can hear it thru the headphones and over the music im listening to.
438.	NO-EMOTION	Every now and then.
439.	SURPRISE	I get a jolt of something REAL loud and it makes me jump.
441.	FEAR	She is afraid to.
442.	NO-EMOTION	I really have alot of hope for my son.
443.	HAPPINESS	I hope that he can learn to play well and I really do hope he is enjoying himself.
444.	SADNESS	No matter the pain is may cause the rest of the family.
445.	HAPPINESS	As long as he is happy.
447.	NO-EMOTION	Perhaps a nice hot bubble bath and a bottle of rum would help.
448.	NO-EMOTION	My husband who was not going to work today.
449.	NO-EMOTION	decided to go to work.
450.	NO-EMOTION	How nice for him.
451.	NO-EMOTION	But.
453.	NO-EMOTION	I wonder how long he will practice for?
455.	HAPPINESS	Vegas was a lot of fun.
458.	HAPPINESS	The reception was a friggen blast!
459.	HAPPINESS	Champagne, music, and me trying to catch those damn flowers.
460.	HAPPINESS	(didn't catch em by the by) Imagine this: My bro taking his neck tie off of marie's thigh with his teeth while "girls just wanna have fun" blasts in the background!
462.	NO-EMOTION	We went shooting in our regular spot out in the desert behind this mountain.
463.	NO-EMOTION	(Mike, James, Victoria and I.)
465.	NO-EMOTION	(look at my pics).
467.	NO-EMOTION	(leslie, steve, mark, aj, and josh.)
468.	HAPPINESS	add some jack and cokes and a wendy's drive through and it's a REAL party!!
470.	NO-EMOTION	My bro is leaving for Iraq again and, well, you know how that goes.
472.	FEAR	As Sean put it, it's not like Vietnam where 4 of 5 americans will die, so that really put it into perspective for me. I know he'll be safe and come home in one piece, but the scary thought still kinda lingers in the background of my mind.
474.	DISGUST	Everybody hates everybody, everybody lies, talks shit behind backs, and treats people like shit.
475.	ANGER	My mother truly wants to murder my father, and then gets pissed off when i don't agree with her.
476.	DISGUST	UGH!
477.	DISGUST	ya, i'd say that's some fucked up shit.
480.	DISGUST	=) It was the perfect end to a crappy day.
481.	NO-EMOTION	(well, it could have been better if.
482.	NO-EMOTION	well you know.
483.	HAPPINESS	Basically, I just want to focus on staying busy and staying happy.
485.	HAPPINESS	So, if you would like to contribute to the "make me smile" foundation", let's party!
487.	NO-EMOTION	Ok. Here is how yeterday went.
488.	NO-EMOTION	after school I went home and got ready to go the the Homecoming parade.
489.	NO-EMOTION	Joe and Matt picked me up and took me over there.
490.	NO-EMOTION	I rode on the firetruck w/ the cheerleders and v-ball players.
491.	HAPPINESS	that was sooo fun.
492.	HAPPINESS	lol.
493.	NO-EMOTION	I threw Mardi Gras Beads at Matt and Joe.
494.	HAPPINESS	hehehehhe ;) neeeways.
495.	NO-EMOTION	after that we went to Wal-mart and walked around.
496.	NO-EMOTION	then went home and got ready for the game.
497.	NO-EMOTION	:) At the game.
498.	NO-EMOTION	the band perfomed.
499.	HAPPINESS	WE WERE TOTALLY AWESOME!!!!
500.	HAPPINESS	lol.
501.	HAPPINESS	We won by several of points.
502.	HAPPINESS	yay!!!!
503.	HAPPINESS	lol.
504.	HAPPINESS	after the game we went to the dance where I had the best night of my life!!!
506.	HAPPINESS	was so awesome.
507.	HAPPINESS	I cant even explain in words how much fun I had.
509.	HAPPINESS	;) hehehehe.
510.	HAPPINESS	I can honestly say that was the best Homecomg ever!!!!
511.	SADNESS	Its soooo sad b/c it was my last one.
512.	HAPPINESS	:( at least I had a blast!!!!
513.	HAPPINESS	lol.
514.	NO-EMOTION	but yea.
515.	HAPPINESS	I dont know what else to say except that I love spending time w/ Joe.
516.	HAPPINESS	:) *sighs* lol.
517.	HAPPINESS	And hanging out w/ Celeste and Matt was totally awesome 2!!!
518.	HAPPINESS	Love u all!!
519.	NO-EMOTION	Here I am again!
520.	NO-EMOTION	Broadcasting this time from the New World.
521.	NO-EMOTION	It's been a solid half year since I sent word out, and I will now attempt to encapsulate the last six months into one last epic email.
522.	HAPPINESS	Exciting, no?
523.	NO-EMOTION	So, to the task!
524.	NO-EMOTION	Well.
525.	NO-EMOTION	where did we leave off?
526.	NO-EMOTION	I believe it was April, and spring had just arrived.
527.	NO-EMOTION	I'll start my narrative with a little anecdote about how small the world really is. So I was going to work one day, headed to one of the hostels around Berlin to pick people up for the tour, and then bring them back to the Brandenburg Gate where the tour starts.
528.	NO-EMOTION	I had never been to this particular hostel before, and as I entered and gave my little spiel about the tour and asked if anyone wanted to come along, I was met not with a roar of enthusiasm from the hostel residents, but rather a few dull, glass-eyed looks and was generally ignored.
529.	NO-EMOTION	As I was preparing to leave, one guy over at the computers yelled out for me to wait, approached me and said hello.
531.	NO-EMOTION	He had arrived twenty minutes beforehand at the hostel, hadn't even checked in yet, and just happened to be in the lobby when I was.
532.	NO-EMOTION	So he just took his backpack with him and came on my tour.
533.	HAPPINESS	We had a great time catching up, and went out that night together as well.
534.	SURPRISE	But it's certainly strange how you randomly run in to people you haven't seen in years, in little hole-in-the-walls in Europe.
535.	HAPPINESS	Fun times.
536.	NO-EMOTION	The rest of April passed rather uneventfully, and in May I went to see a production of Faust Part I at the Deutsches Theater.
538.	HAPPINESS	And this particular piece was by far the best play I have EVER seen.
541.	SURPRISE	It was also incredibly simple, cutting the normally huge cast down to only seven performers.
544.	NO-EMOTION	It's moments like that that remind me why I've chosen theatre as a profession.
545.	NO-EMOTION	My next big adventure was a trip I took to London at the end of May. I had never been before, and had been planning on this trip for about six months.
546.	HAPPINESS	I was lucky enough to be able to stay with some friends to cut down on the cost, and see a different side of London life.
547.	HAPPINESS	It was sooooo much fun!
548.	NO-EMOTION	I saw most of the major sites on my own, and I went to the theater almost every night I was there.
554.	DISGUST	The show was trash.
555.	DISGUST	Horrible.
556.	DISGUST	Horribly acted, horribly directed, weak script.
557.	DISGUST	And interminably long!
558.	DISGUST	Three hours of horror.
559.	HAPPINESS	I wanted to leave at intermission, but my date was really enjoying it (should have been a sign) so we stayed.
560.	DISGUST	I guess the one good thing I took from it was that I know now that the British are just as capable as we are of producing really awful work.
561.	NO-EMOTION	It was nice to understand that, just wish I didn't have to experience it first hand.
562.	NO-EMOTION	While in London I also saw Coriolanus at the Globe Theater.
563.	SURPRISE	Now this was amazing.
564.	NO-EMOTION	Shakespeare, old school.
565.	SURPRISE	The performers were incredible, and one of the generals was played by Geoffrey, the butler from Fresh Prince of Bellaire.
566.	HAPPINESS	That in itself was hilarious, and made us love the show even more.
567.	HAPPINESS	I also saw Les Miserables for the first time, and it was fun.
568.	HAPPINESS	Loved London.
570.	HAPPINESS	Loved the free museums.
571.	NO-EMOTION	Especially the British Museum.
572.	NO-EMOTION	Great East London accents.
573.	NO-EMOTION	Soooo many monuments, including two statues in front of Buckingham Palace that had a conspicuous Communist message.
574.	NO-EMOTION	It was a worker with a hammer and a peasant woman with a sickle situated behind Queen Victoria's back , and glowering at the palace.
575.	NO-EMOTION	Now maybe I was just reading too much into this, or maybe I had spent too much time in the eastern bloc talking about Communist symbolism.
576.	NO-EMOTION	But I don't' think so.
577.	HAPPINESS	And the funniest part, the two statues said they were donated by New Zealand.
578.	SURPRISE	Curious.
579.	NO-EMOTION	next time you're in Wellington, watch out for the Kiwi Commies!
580.	NO-EMOTION	After London came the World Cup.
581.	NO-EMOTION	Now I have a confession to make: before the World Cup began I had actually never seen an entire soccer game from start to finish.
582.	NO-EMOTION	That changed very quickly.
586.	SURPRISE	The hordes of people would change from day to day, for instance there was a three day period where we had over 90,000 Swedes in the city, leading up to their dramatic defeat at the hands of Zeh Germans.
587.	HAPPINESS	Then there were the Brazilians, everywhere, singing-clapping-dancing-taking pictures, and of course the pale and pasty Brits with their cock-eyed stares and drinking songs.
588.	HAPPINESS	Loads of fun.
589.	NO-EMOTION	I didn't have tickets to any of the games, but my group of friends would always go to a cafe or bar of the nationality that was playing to watch the match.
590.	HAPPINESS	So to a French cafe for the France-Swiss game, a Tapas bar when Spain played, drank Caiprinhas with the passionate Brazilians, etc. It was a colorful and hilarious way to take part without fighting the crowds.
591.	NO-EMOTION	And let me tell you how good the World Cup was for Berlin as a city, and Germany as a nation.
595.	SURPRISE	Another interesting element was the latent patriotism that emerged during the Cup.
596.	NO-EMOTION	Now this merits explaining: before the World Cup began, if you waved a German flag in the streets, you would probably be called a Nazi and at the very least labeled as a radical right wing nutter.
597.	NO-EMOTION	You have to understand that the Germans have had a really difficult time with their national identity (and subsequently national pride or patriotism of any kind) since the Second World War.
600.	FEAR	And for what it's worth I agree with them, it makes me nervous too.
601.	NO-EMOTION	So.
605.	HAPPINESS	People were genuinely excited about supporting their national team, and taking pride in its accomplishments.
606.	HAPPINESS	Now this newfound enthusiasm certainly was not shared by everyone.
607.	NO-EMOTION	In fact the entire month of June was one continuous debate in the media between prominent politicians, celebrities, writers (such as Guenther Grass and Christa Wolf), and other intellectuals about the meaning, origin and impact of this nationalism.
